OrderID,OrderDate,CustomerID,CustomerName,City,Region,ProductID,ProductName,Category,SubCategory,Quantity,UnitPrice,Discount,TotalPrice,SalesChannel,SalesRep,ShippingDate,ShippingMode,PaymentMethod,ReturnFlag
ORD101188,15-12-2024,C1192,Customer_217,Kolkata,East,P029,Desk Organizer,Office Supplies,Storage,2,16.22,0,32.44,Online,Vikram Rao,23-12-2024,SameDay,NetBanking,No
ORD100808,20-06-2023,C1052,Customer_279,Chennai,South,P015,Projector,Electronics,AV,1,558.44,0,558.44,Offline,Rita Patel,27-06-2023,Standard,UPI,No
ORD100613,26-02-2024,C1042,Customer_149,Mumbai,West,P021,Mouse,Electronics,Accessories,1,20.18,0,20.18,Offline,Rita Patel,01-03-2024,SameDay,NetBanking,No
ORD100057,23-07-2024,C1061,Customer_381,Lucknow,North,P014,Webcam,Electronics,Accessories,1,56.45,0,56.45,Offline,Karan Mehta,28-07-2024,Express,UPI,No
ORD101119,22-10-2024,C1014,Customer_366,Hyderabad,South,P021,Mouse,Electronics,Accessories,1,17.82,0.1,16.04,Offline,,28-10-2024,Standard,UPI,No
ORD100942,05-08-2023,C1260,Customer_402,Mumbai,West,P001,Laptop A,Electronics,Laptops,2,1169.34,0.03,2268.52,Offline,,10-08-2023,SameDay,Credit Card,No
ORD100639,22-04-2023,C1190,Customer_133,Chennai,South,P026,Binder,Office Supplies,Stationery,1,4.43,0,4.43,Online,,25-04-2023,SameDay,Cash,No
ORD100670,12-07-2024,C1014,Customer_246,Kolkata,East,P001,Laptop A,Electronics,Laptops,7,1157.32,0.05,7696.18,Offline,Priya Singh,18-07-2024,Standard,NetBanking,No
ORD100317,08-02-2023,C1224,Customer_93,Delhi,North,P029,Desk Organizer,Office Supplies,Storage,3,17.76,0,53.28,Online,,13-02-2023,Standard,Credit Card,No
ORD100549,20-01-2023,C1034,Customer_307,Pune,West,P022,Keyboard,Electronics,Accessories,1,34.65,0.1,31.18,Online,Rita Patel,22-01-2023,SameDay,NetBanking,Yes
ORD100686,19-09-2023,C1064,Customer_436,Ahmedabad,West,P008,Printer A,Electronics,Printers,1,251.48,0,251.48,Online,,24-09-2023,Standard,UPI,No
ORD100255,19-09-2023,C1139,Customer_120,Pune,West,P019,External HDD 1TB,Electronics,Storage,5,85.54,0,427.7,Online,Sneha Kapoor,27-09-2023,Express,Cash,No
ORD100624,22-08-2024,C1098,Customer_241,Pune,West,P018,Stapler,Office Supplies,Stationery,5,6.47,0.03,31.38,Offline,Priya Singh,26-08-2024,SameDay,UPI,No
ORD100782,24-02-2024,C1101,Customer_57,Chennai,South,P006,Office Chair,Furniture ,Chairs,1,157.83,0,157.83,Online,Rita Patel,29-02-2024,Express,NetBanking,No
ORD101090,04-09-2023,C1233,Customer_340,Lucknow,North,P004,Smartphone B,Electronics,Phones,5,450.73,0,2253.65,Offline,Karan Mehta,13-09-2023,Standard,UPI,No
ORD100019,14-11-2024,C1284,Customer_339,Pune,West,P013,Router,Electronics,Networking,5,98.92,,494.6,Offline,,18-11-2024,Express,UPI,No
ORD101008,08-01-2023,C1170,Customer_404,Bengaluru,South,P001,Laptop A,Electronics,Laptops,2,1249.86,0,2499.72,Offline,,12-01-2023,SameDay,NetBanking,No
ORD100210,08-12-2023,C1035,Customer_420,Ahmedabad,West,P030,Laptop Sleeve,Electronics,Accessories,5,19.6,0.05,93.1,Online,,15-12-2023,Standard,Cash,No
ORD100449,10-11-2023,C1069,Customer_202,Jaipur,North,P017,Whiteboard,Office Supplies,Boards,1,80.07,0.05,76.07,Offline,Priya Singh,14-11-2023,Standard,NetBanking,No
ORD100669,14-11-2023,C1292,Customer_414,Kolkata,East,P002,Laptop B,Electronics,Laptops,2,831.42,0.03,1612.95,Online,Vikram Rao,15-11-2023,SameDay,Cash,No
ORD100715,25-04-2023,C1052,Customer_365,Chennai,South,P008,Printer A,Electronics,Printers,3,201.68,0.03,586.89,Offline,Amit Verma,01-05-2023,Standard,Cash,No
ORD100838,07-11-2023,C1035,Customer_141,Pune,West,P026,Binder,Office Supplies,Stationery,1,3.83,0.03,3.72,Offline,Sneha Kapoor,11-11-2023,Standard,Cash,No
ORD100502,03-07-2024,C1254,Customer_77,Delhi,North,P015,Projector,electronics,AV,4,667.88,0,2671.52,Online,Priya Singh,09-07-2024,SameDay,UPI,No
ORD100800,02-12-2024,C1068,Customer_210,Mumbai,West,P007,Office Table,Furniture,Tables,1,286.64,0,286.64,Offline,,06-12-2024,Express,UPI,No
ORD100509,18-02-2023,C1025,Customer_464,Bengaluru,South,P030,Laptop Sleeve,Electronics ,Accessories,1,18.75,0,18.75,Offline,,18-02-2023,SameDay,Credit Card,No
ORD100121,04-07-2024,C1192,Customer_79,Kolkata,East,P025,Project Mouse,Electronics,Accessories,3,26.29,0.05,74.93,Online,Rahul Jain,05-07-2024,Standard,Credit Card,No
ORD101037,01-01-2023,C1256,Customer_329,Mumbai,West,P005,"Monitor 24""",Electronics,Monitors,2,156.03,0,312.06,Online,Lina Das,02-01-2023,Standard,Cash,No
ORD100190,04-03-2024,C1008,Customer_134,Jaipur,North,P026,Binder,Office Supplies,Stationery,5,3.85,0.03,18.67,Offline,,04-03-2024,Express,Cash,Yes
ORD100692,10-11-2023,C1036,Customer_185,Hyderabad,South,P009,Desk Lamp,Office Supplies,Lamps,3,36.02,0,108.06,Online,Vikram Rao,16-11-2023,SameDay,Credit Card,No
ORD100750,11-03-2023,C1107,Customer_435,Jaipur,North,P028,Phone Stand,Electronics,Accessories,5,11.69,0.05,55.53,Online,Rita Patel,18-03-2023,Express,Credit Card,No
ORD100343,20-01-2024,C1222,Customer_332,Kolkata,East,P001,Laptop A,Electronics,Laptops,3,1154.46,0,3463.38,Online,,26-01-2024,Standard,NetBanking,No
ORD100232,15-12-2023,C1023,Customer_51,Hyderabad,South,P007,Office Table,Furniture,Tables,4,262.12,0,1048.48,Offline,Karan Mehta,24-12-2023,Standard,Cash,No
ORD101020,22-12-2024,C1018,Customer_306,Chennai,South,P014,Webcam,Electronics,Accessories,5,47.25,0.05,224.44,Online,Saurabh Sen,28-12-2024,Express,UPI,No
ORD101006,10-03-2023,C1172,Customer_248,Ahmedabad,West,P025,Project Mouse,Electronics,Accessories,3,24.69,0.03,71.85,Offline,Lina Das,11-03-2023,Express,Cash,No
ORD100197,22-02-2024,C1169,Customer_290,Lucknow,North,P013,Router,Electronics,Networking,7,103.7,0.03,704.12,Offline,Amit Verma,25-02-2024,SameDay,NetBanking,No
ORD101165,25-05-2023,C1187,Customer_412,Pune,West,P019,External HDD 1TB,Electronics,Storage,5,84.22,,421.1,Online,,26-05-2023,Express,Credit Card,No
ORD100180,04-09-2024,C1117,Customer_127,Kolkata,East,P017,Whiteboard,Office Supplies,Boards,5,80.18,0,400.9,Online,,12-09-2024,Express,Cash,No
ORD100411,13-06-2024,C1128,Customer_461,Lucknow,North,P016,Filing Cabinet,Furniture,Storage,1,312.25,0.1,281.03,Offline,,20-06-2024,SameDay,NetBanking,Yes
ORD100146,07-07-2024,C1257,Customer_329,Hyderabad,South,P030,Laptop Sleeve,Electronics,Accessories,2,20.57,0.03,39.91,Offline,,08-07-2024,Standard,UPI,No
ORD100895,24-05-2023,C1050,Customer_458,Chennai,South,P019,External HDD 1TB,Electronics,Storage,1,88.69,0,88.69,Online,Amit Verma,31-05-2023,Express,NetBanking,No
ORD100288,26-09-2024,C1050,Customer_498,Chennai,South,P024,Water Cooler,Appliances,Kitchen,6,189.08,0,1134.48,Offline,Amit Verma,04-10-2024,Express,UPI,No
ORD100123,05-02-2024,C1236,Customer_394,Kolkata,East,P024,Water Cooler,Appliances,Kitchen,1,195.85,0.05,186.06,Online,Vikram Rao,09-02-2024,Express,NetBanking,No
ORD101054,04-08-2024,C1287,Customer_258,Lucknow,North,P021,Mouse,Electronics,Accessories,3,18.49,0.15,47.15,Offline,Saurabh Sen,07-08-2024,SameDay,UPI,No
ORD100290,14-11-2023,C1268,Customer_451,Hyderabad,South,P016,Filing Cabinet,Furniture,Storage,3,310.1,0.03,902.39,Online,Saurabh Sen,17-11-2023,Standard,UPI,No
ORD100321,06-08-2023,C1142,Customer_26,Lucknow,North,P021,Mouse,Electronics,Accessories,1,19.25,0,19.25,Offline,,15-08-2023,Standard,Credit Card,No
ORD100930,20-01-2023,C1043,Customer_31,Jaipur,North,P008,Printer A,Electronics,Printers,5,230.03,0.1,1035.14,Online,Amit Verma,26-01-2023,Standard,UPI,No
ORD100877,13-06-2024,C1066,Customer_113,Lucknow,North,P019,External HDD 1TB,Electronics,Storage,4,94.13,0.1,338.87,Offline,,21-06-2024,SameDay,Cash,No
ORD100452,23-11-2023,C1214,Customer_158,Bengaluru,South,P018,Stapler,Office Supplies,Stationery,3,6.33,0.15,16.14,Offline,Lina Das,24-11-2023,Standard,NetBanking,No
ORD100415,11-02-2024,C1103,Customer_55,Hyderabad,South,P010,Notebook Pack,Office Supplies,Paper,4,13.23,0,52.92,Online,Priya Singh,11-02-2024,Standard,Credit Card,No
ORD100144,02-08-2024,C1238,Customer_349,Jaipur,North,P010,Notebook Pack,Office Supplies,Paper,3,11.48,0,34.44,Offline,,05-08-2024,SameDay,Credit Card,No
ORD100173,15-11-2024,C1078,Customer_233,Lucknow,North,P010,Notebook Pack,Office Supplies,Paper,3,12.79,0.03,37.22,Offline,,18-11-2024,Express,UPI,No
ORD101070,14-02-2023,C1221,Customer_456,Bengaluru,South,P029,Desk Organizer,Office Supplies,Storage,6,16.3,0,97.8,Offline,Priya Singh,23-02-2023,SameDay,UPI,No
ORD100385,19-09-2024,C1089,Customer_235,Bengaluru,South,P008,Printer A,Electronics,Printers,4,213.72,0,854.88,Online,Saurabh Sen,24-09-2024,Express,Credit Card,No
ORD101133,20-12-2024,C1021,Customer_97,Hyderabad,South,P001,Laptop A,Electronics,Laptops,6,1134.49,0,6806.94,Offline,Lina Das,27-12-2024,Express,UPI,No
ORD100824,31-08-2024,C1158,Customer_97,Hyderabad,South,P020,SSD 512GB,Electronics,Storage,1,135.68,0,135.68,Online,Sneha Kapoor,03-09-2024,SameDay,Credit Card,No
ORD100539,18-03-2023,C1079,Customer_3,Bengaluru,South,P012,Headphones,Electronics,Accessories,1,77.4,0,77.4,Offline,Priya Singh,23-03-2023,Express,Cash,No
ORD100469,17-09-2023,C1163,Customer_396,Delhi,North,P015,Projector,Electronics,AV,6,708.23,0.05,4036.91,Offline,Amit Verma,25-09-2023,Express,NetBanking,No
ORD100303,03-06-2024,C1029,Customer_3,Bengaluru,South,P030,Laptop Sleeve,Electronics,Accessories,3,21.38,0.03,62.22,Offline,,04-06-2024,Standard,Cash,No
ORD100901,12-11-2023,C1027,Customer_360,Chennai,South,P020,SSD 512GB,Electronics,Storage,2,102.05,0,204.1,Offline,,21-11-2023,Standard,Credit Card,No
ORD100239,07-08-2024,C1154,Customer_106,Bengaluru,South,P014,Webcam,Electronics,Accessories,2,44.14,0,88.28,Online,Vikram Rao,16-08-2024,Standard,UPI,No
ORD100700,02-08-2023,C1167,Customer_441,Pune,West,P006,Office Chair,Furniture ,Chairs,1,150.12,0,150.12,Offline,Sneha Kapoor,05-08-2023,SameDay,Credit Card,No
ORD100953,23-11-2024,C1073,Customer_22,Delhi,North,P024,Water Cooler,Appliances,Kitchen,4,199.88,0,799.52,Online,Vikram Rao,02-12-2024,Standard,Cash,No
ORD100498,14-11-2024,C1061,Customer_45,Kolkata,East,P024,Water Cooler,Appliances,Kitchen,1,194.59,0.1,175.13,Online,Amit Verma,17-11-2024,Standard,NetBanking,No
ORD100227,02-06-2024,C1105,Customer_413,Ahmedabad,West,P026,Binder,Office Supplies,Stationery,6,3.76,0.1,20.3,Offline,,08-06-2024,SameDay,Cash,No
ORD100829,28-09-2023,C1198,Customer_123,Ahmedabad,West,P017,Whiteboard,Office Supplies,Boards,5,69.21,0,346.05,Offline,Rita Patel,29-09-2023,Express,UPI,No
ORD100119,25-05-2023,C1286,Customer_193,Bengaluru,South,P003,Smartphone A,Electronics,Phones,1,599.51,0,599.51,Offline,Vikram Rao,28-05-2023,SameDay,Cash,No
ORD100749,06-12-2023,C1063,Customer_141,Chennai,South,P015,Projector,Electronics,AV,2,624.33,0,1248.66,Online,,11-12-2023,SameDay,Credit Card,No
ORD100440,17-09-2023,C1103,Customer_442,Pune,West,P008,Printer A,Electronics,Printers,5,190.29,0.1,856.3,Offline,,24-09-2023,Express,NetBanking,No
ORD100617,27-11-2023,C1054,Customer_223,Jaipur,North,P019,External HDD 1TB,Electronics,Storage,5,92.48,0,462.4,Offline,Karan Mehta,02-12-2023,Standard,NetBanking,No
ORD101157,16-11-2024,C1298,Customer_464,Hyderabad,South,P003,Smartphone A,Electronics,Phones,1,724.95,0.03,703.2,Online,,21-11-2024,Standard,UPI,No
ORD100339,09-10-2024,C1169,Customer_170,Lucknow,North,P008,Printer A,Electronics,Printers,3,207.55,0.05,591.52,Online,,09-10-2024,Express,Cash,No
ORD100072,04-12-2024,C1149,Customer_261,Pune,West,P018,Stapler,Office Supplies,Stationery,3,6.1,,18.3,Online,Sneha Kapoor,13-12-2024,Standard,Cash,No
ORD100609,31-03-2024,C1165,Customer_409,Jaipur,North,P002,Laptop B,Electronics,Laptops,2,988.75,0.03,1918.17,Offline,,31-03-2024,SameDay,NetBanking,No
ORD100548,22-10-2024,C1063,Customer_335,Jaipur,North,P016,Filing Cabinet,Furniture,Storage,3,322.13,0,966.39,Online,Amit Verma,29-10-2024,Standard,UPI,No
ORD100201,06-06-2024,C1167,Customer_16,Mumbai,West,P024,Water Cooler,Appliances,Kitchen,2,204.12,0.03,395.99,Online,Neha Sharma,09-06-2024,Standard,UPI,No
ORD100061,05-02-2023,C1115,Customer_398,Mumbai,West,P016,Filing Cabinet,Furniture,Storage,3,326.85,0.05,931.52,Online,Rahul Jain,07-02-2023,Express,Credit Card,No
ORD100842,28-11-2024,C1064,Customer_325,Bengaluru,South,P005,"Monitor 24""",Electronics,Monitors,2,176.29,0,352.58,Offline,,01-12-2024,SameDay,Cash,No
ORD100546,03-06-2024,C1212,Customer_90,Lucknow,North,P007,Office Table,Furniture,Tables,3,215.46,0,646.38,Offline,Priya Singh,05-06-2024,SameDay,Cash,No
ORD100971,14-08-2023,C1212,Customer_11,Pune,West,P009,Desk Lamp,Office Supplies,Lamps,3,31.7,0.03,92.25,Offline,Rahul Jain,14-08-2023,Express,Credit Card,No
ORD101199,13-05-2023,C1061,Customer_334,Pune,West,P018,Stapler,Office Supplies,Stationery,1,6.38,0.05,6.06,Online,,19-05-2023,SameDay,UPI,No
ORD100727,20-10-2024,C1197,Customer_478,Hyderabad,South,P014,Webcam,Electronics,Accessories,5,55.32,0,276.6,Offline,Rita Patel,24-10-2024,SameDay,Credit Card,No
ORD100058,24-10-2024,C1184,Customer_92,Bengaluru,South,P018,Stapler,Office Supplies,Stationery,3,5.35,0.05,15.25,Online,Sneha Kapoor,24-10-2024,Express,UPI,No
ORD100560,19-01-2023,C1054,Customer_93,Delhi,North,P025,Project Mouse,Electronics,Accessories,7,22.75,0,159.25,Online,,25-01-2023,SameDay,Cash,No
ORD100400,01-01-2024,C1280,Customer_192,Mumbai,West,P010,Notebook Pack,Office Supplies,Paper,6,13.77,0.1,74.36,Offline,,03-01-2024,Standard,Cash,No
ORD100998,04-02-2023,C1010,Customer_393,Ahmedabad,West,P027,Calculator,Office Supplies,Electronics,1,16.78,0,16.78,Offline,Priya Singh,05-02-2023,Standard,NetBanking,No
ORD100147,18-03-2024,C1014,Customer_42,Ahmedabad,West,P006,Office Chair,Furniture,Chairs,7,143.52,0.03,974.5,Online,Rahul Jain,18-03-2024,SameDay,UPI,No
ORD100983,26-12-2024,C1115,Customer_177,Delhi,North,P023,Coffee Maker,Appliances,Kitchen,4,81.38,0,325.52,Offline,Karan Mehta,01-01-2025,SameDay,Cash,No
ORD101107,25-03-2023,C1134,Customer_394,Chennai,South,P001,Laptop A,Electronics,Laptops,1,1333.07,0.05,1266.42,Offline,,29-03-2023,Express,NetBanking,No
ORD101110,09-02-2024,C1297,Customer_159,Jaipur,North,P013,Router,Electronics,Networking,5,102.07,0.05,484.83,Offline,Karan Mehta,18-02-2024,Express,NetBanking,No
ORD100102,21-10-2024,C1159,Customer_181,Ahmedabad,West,P005,"Monitor 24""",Electronics,Monitors,1,159.42,0.03,154.64,Offline,,21-10-2024,Express,Cash,No
ORD101072,10-03-2023,C1096,Customer_396,Lucknow,North,P022,Keyboard,Electronics,Accessories,4,31.23,0,124.92,Offline,,16-03-2023,SameDay,UPI,No
ORD101139,03-04-2024,C1114,Customer_37,Kolkata,East,P009,Desk Lamp,Office Supplies,Lamps,3,39.19,0,117.57,Offline,Vikram Rao,04-04-2024,SameDay,Cash,Yes
ORD101042,30-09-2023,C1132,Customer_291,Jaipur,North,P021,Mouse,Electronics,Accessories,1,18.66,0.1,16.79,Offline,,06-10-2023,Express,UPI,No
ORD100269,01-02-2024,C1037,Customer_192,Bengaluru,South,P005,"Monitor 24""",Electronics,Monitors,3,199.13,0.05,567.52,Offline,Amit Verma,04-02-2024,SameDay,NetBanking,No
ORD100883,24-10-2024,C1001,Customer_49,Chennai,South,P013,Router,Electronics,Networking,4,86.77,0,347.08,Offline,Sneha Kapoor,28-10-2024,Standard,UPI,No
ORD100085,04-10-2023,C1070,Customer_322,Chennai,South,P020,SSD 512GB,Electronics,Storage,3,136.83,0,410.49,Online,Lina Das,11-10-2023,Standard,NetBanking,No
ORD100157,20-11-2024,C1250,Customer_363,Hyderabad,South,P011,Pen Set,Office Supplies,Stationery,3,7.89,0,23.67,Online,Neha Sharma,21-11-2024,SameDay,UPI,No
ORD100921,22-05-2024,C1041,Customer_455,Mumbai,West,P024,Water Cooler,Appliances,Kitchen,2,201.9,0,403.8,Online,Rita Patel,28-05-2024,SameDay,Credit Card,No
ORD100920,06-10-2024,C1280,Customer_419,Chennai,South,P016,Filing Cabinet,Furniture,Storage,1,301.3,0,301.3,Online,Amit Verma,11-10-2024,Express,NetBanking,No
ORD100935,13-10-2024,C1006,Customer_64,Chennai,South,P008,Printer A,Electronics,Printers,5,210.67,0,1053.35,Offline,Lina Das,20-10-2024,SameDay,UPI,No
ORD100537,25-06-2024,C1078,Customer_83,Ahmedabad,West,P015,Projector,Electronics,AV,5,577.86,0,2889.3,Online,,29-06-2024,Standard,NetBanking,No
ORD101135,16-09-2023,C1113,Customer_365,Pune,West,P027,Calculator,Office Supplies,Electronics,3,16.58,0,49.74,Online,Saurabh Sen,17-09-2023,SameDay,Credit Card,No
ORD100103,22-01-2024,C1293,Customer_116,Kolkata,East,P004,Smartphone B,Electronics,Phones,6,430.5,0,2583,Online,,22-01-2024,Standard,UPI,No
ORD100697,21-07-2024,C1275,Customer_154,Mumbai,West,P028,Phone Stand,Electronics,Accessories,2,13.03,0.05,24.76,Offline,,26-07-2024,Express,UPI,No
ORD100948,01-04-2024,C1061,Customer_215,Bengaluru,South,P014,Webcam,electronics,Accessories,1,43.98,0,43.98,Offline,,04-04-2024,Standard,NetBanking,No
ORD100528,05-06-2023,C1028,Customer_264,Lucknow,North,P029,Desk Organizer,Office Supplies,Storage,4,18.43,0,73.72,Online,Vikram Rao,14-06-2023,Express,NetBanking,No
ORD100635,09-12-2024,C1155,Customer_370,Mumbai,West,P002,Laptop B,Electronics,Laptops,3,1012.46,0,3037.38,Online,,18-12-2024,SameDay,UPI,No
ORD100698,10-11-2024,C1273,Customer_198,Ahmedabad,West,P011,Pen Set,Office Supplies,Stationery,3,7.86,0.1,21.22,Online,,11-11-2024,Express,Cash,No
ORD100602,16-08-2023,C1220,Customer_145,Chennai,South,P017,Whiteboard,Office Supplies,Boards,1,77.29,0.1,69.56,Online,Karan Mehta,16-08-2023,Standard,Cash,No
ORD100428,09-08-2023,C1025,Customer_281,Ahmedabad,West,P015,Projector,Electronics,AV,1,677.75,0.03,657.42,Online,Sneha Kapoor,15-08-2023,Express,NetBanking,No
ORD100664,22-01-2023,C1155,Customer_414,Kolkata,East,P015,Projector,Electronics,AV,4,683.68,0,2734.72,Offline,Amit Verma,29-01-2023,Standard,UPI,No
ORD101159,14-07-2024,C1227,Customer_50,Lucknow,North,P020,SSD 512GB,Electronics,Storage,4,126.9,0,507.6,Offline,,21-07-2024,SameDay,NetBanking,No
ORD101048,17-09-2023,C1034,Customer_139,Mumbai,West,P016,Filing Cabinet,Furniture,Storage,1,276.8,0.05,262.96,Online,,17-09-2023,SameDay,Credit Card,No
ORD101059,03-04-2024,C1206,Customer_29,Hyderabad,South,P005,"Monitor 24""",electronics,Monitors,3,201.89,0,605.67,Offline,Rita Patel,04-04-2024,SameDay,Cash,No
ORD101167,03-03-2024,C1121,Customer_399,Hyderabad,South,P022,Keyboard,Electronics,Accessories,2,30.54,0.05,58.03,Online,Amit Verma,09-03-2024,Standard,NetBanking,No
ORD101077,31-03-2023,C1194,Customer_412,Kolkata,East,P011,Pen Set,Office Supplies ,Stationery,5,8.23,0,41.15,Online,,31-03-2023,Express,UPI,No
ORD100450,01-11-2023,C1083,Customer_368,Mumbai,West,P014,Webcam,Electronics,Accessories,6,49.46,0.03,287.86,Online,Rita Patel,09-11-2023,SameDay,NetBanking,No
ORD100357,18-08-2023,C1112,Customer_390,Bengaluru,South,P017,Whiteboard,Office Supplies,Boards,4,71.95,0,287.8,Online,Lina Das,27-08-2023,SameDay,NetBanking,No
ORD101147,09-04-2023,C1279,Customer_38,Mumbai,West,P008,Printer A,Electronics,Printers,6,195.82,,1174.92,Online,,18-04-2023,SameDay,Credit Card,No
ORD100143,18-04-2024,C1044,Customer_34,Jaipur,North,P005,"Monitor 24""",Electronics,Monitors,1,181.91,0,181.91,Online,Karan Mehta,26-04-2024,Express,Cash,No
ORD100940,13-06-2023,C1212,Customer_37,Hyderabad,South,P002,Laptop B,Electronics,Laptops,1,854.82,0,854.82,Online,Priya Singh,15-06-2023,Standard,Credit Card,No
ORD100464,25-09-2023,C1173,Customer_193,Hyderabad,South,P017,Whiteboard,Office Supplies,Boards,2,70.49,0.05,133.93,Online,Sneha Kapoor,28-09-2023,Express,UPI,No
ORD100003,06-05-2024,C1148,Customer_41,Lucknow,North,P030,Laptop Sleeve,Electronics,Accessories,1,24.89,0.15,21.16,Offline,,06-05-2024,Express,NetBanking,No
ORD100648,20-06-2024,C1198,Customer_120,Jaipur,North,P005,"Monitor 24""",Electronics,Monitors,2,166.65,0,333.3,Offline,,25-06-2024,SameDay,UPI,No
ORD100905,18-11-2023,C1243,Customer_246,Pune,West,P022,Keyboard,Electronics,Accessories,1,34.07,0,34.07,Online,,27-11-2023,Standard,NetBanking,No
ORD100095,03-08-2023,C1276,Customer_129,Kolkata,East,P019,External HDD 1TB,Electronics,Storage,4,86.17,0.1,310.21,Offline,,11-08-2023,SameDay,Credit Card,No
ORD100746,10-08-2023,C1160,Customer_489,Delhi,North,P008,Printer A,Electronics,Printers,3,201.85,0.05,575.27,Offline,Priya Singh,14-08-2023,Express,NetBanking,No
ORD100311,17-04-2023,C1102,Customer_399,Pune,West,P020,SSD 512GB,Electronics,Storage,4,128.51,0,514.04,Online,Saurabh Sen,17-04-2023,Standard,UPI,No
ORD100235,29-01-2023,C1227,Customer_5,Pune,West,P023,Coffee Maker,Appliances,Kitchen,2,97.21,0,194.42,Online,,06-02-2023,Standard,Cash,No
ORD100600,15-05-2024,C1202,Customer_344,Mumbai,West,P004,Smartphone B,Electronics,Phones,4,400.07,0,1600.28,Offline,,23-05-2024,Express,Credit Card,Yes
ORD100465,29-04-2024,C1121,Customer_191,Bengaluru,South,P021,Mouse,Electronics,Accessories,4,20.81,0,83.24,Offline,Rahul Jain,06-05-2024,Express,UPI,No
ORD101198,07-04-2024,C1144,Customer_137,Hyderabad,South,P019,External HDD 1TB,Electronics ,Storage,2,82.1,0,164.2,Online,Lina Das,16-04-2024,SameDay,NetBanking,No
ORD100287,23-05-2023,C1121,Customer_26,Chennai,South,P016,Filing Cabinet,Furniture,Storage,1,273.01,0,273.01,Offline,Rahul Jain,25-05-2023,SameDay,Cash,Yes
ORD100871,16-02-2023,C1053,Customer_166,Jaipur,North,P023,Coffee Maker,Appliances ,Kitchen,5,89.92,0.05,427.12,Online,,17-02-2023,SameDay,Credit Card,Yes
ORD100150,17-05-2023,C1287,Customer_55,Ahmedabad,West,P015,Projector,Electronics,AV,3,568.15,0,1704.45,Online,Karan Mehta,20-05-2023,Express,UPI,No
ORD100803,25-04-2024,C1092,Customer_236,Ahmedabad,West,P011,Pen Set,Office Supplies,Stationery,1,8.13,0,8.13,Offline,Rahul Jain,02-05-2024,SameDay,Cash,No
ORD100620,07-11-2023,C1097,Customer_45,Kolkata,East,P027,Calculator,Office Supplies,Electronics,1,13.71,,13.71,Online,Sneha Kapoor,09-11-2023,Standard,NetBanking,No
ORD100429,14-05-2024,C1100,Customer_288,Pune,West,P013,Router,Electronics,Networking,3,96.73,0.03,281.48,Offline,,15-05-2024,Standard,Cash,No
ORD100073,17-10-2024,C1069,Customer_443,Jaipur,North,P023,Coffee Maker,Appliances,Kitchen,1,80.78,0,80.78,Offline,Sneha Kapoor,21-10-2024,Standard,Cash,No
ORD100350,30-03-2024,C1128,Customer_51,Ahmedabad,West,P006,Office Chair,Furniture,Chairs,1,152.1,0,152.1,Online,,07-04-2024,SameDay,Cash,No
ORD100885,21-01-2023,C1004,Customer_305,Mumbai,West,P015,Projector,Electronics,AV,4,709.56,0,2838.24,Offline,Neha Sharma,24-01-2023,Standard,UPI,No
